UtilityName,StateName,CountyName,CityName,AvgCustomersTracked,MaxCustomersOut,CustomerHoursOutTotal,CustomerHoursTrackedTotal,RecordYear,RecordMonth
Central Maine Power,Maine,Somerset,Moscow,407,814,1183.28,273504.0,2023,2
Central Maine Power,Maine,Somerset,Embden,1050,2307,26625.19,599016.2,2023,9
Central Maine Power,Maine,Cumberland,Saco,1,2,0.85,744.0,2021,7
Versant Power,Maine,Penobscot,Veazie,930,1861,16449.78,669599.99,2019,11
Central Maine Power,Maine,Lincoln,Westport,636,652,2012.41,427892.96,2022,2
Versant Power,Maine,Hancock,Otis,775,2374,25664.99,577088.49,2017,10
Versant Power,Maine,Piscataquis,Orneville Twp,268,1422,23569.95,193165.01,2020,4
Central Maine Power,Maine,Piscataquis,Wellington,183,868,16361.42,136477.77,2020,12
Central Maine Power,Maine,Knox,Cushing,1073,1351,13697.37,798723.03,2023,3
Central Maine Power,Maine,Waldo,Burnham,762,3169,51217.54,549225.31,2020,4
Versant Power,Maine,Penobscot,Winn,236,1475,33985.33,169920.0,2017,11
Central Maine Power,Maine,Knox,Hope,1059,3041,14165.22,605267.05,2023,9
Central Maine Power,Maine,Androscoggin,Fayette,2,12,65.04,1488.0,2022,12
Versant Power,Maine,Aroostook,E Twp,58,59,206.43,42020.61,2021,9
Versant Power,Maine,Hancock,Winter Harbor,607,628,2704.99,451644.99,2021,3
Versant Power,Maine,Washington,Eastport,1237,1251,632.81,920517.83,2019,3
Versant Power,Maine,Penobscot,Greenfield Twp,142,447,709.16,102240.0,2018,11
Versant Power,Maine,Washington,Columbia,208,223,933.6,149760.0,2018,11
Versant Power,Maine,Hancock,Swans Island,521,617,2279.51,387688.02,2021,3
Versant Power,Maine,Piscataquis,Milo,1359,1430,1936.56,1011096.0,2018,1
Central Maine Power,Maine,Knox,Owls Head,1292,1390,8424.88,961609.6,2023,3
Central Maine Power,Maine,York,Dayton,949,1048,4436.99,683586.32,2020,4
Central Maine Power,Maine,York,Newfield,1278,4155,51928.88,950854.27,2020,8
Versant Power,Maine,Piscataquis,Atkinson,185,666,7965.07,133851.95,2019,11
Central Maine Power,Maine,Cumberland,Cumberland,3491,7595,128347.09,2597570.59,2017,10
Central Maine Power,Maine,Somerset,Palmyra,1091,1319,2940.23,812039.12,2020,5
Versant Power,Maine,Waldo,Winterport,308,629,2247.27,221760.0,2019,6
Versant Power,Maine,Washington,Perry,401,466,630.85,298919.98,2020,5
Central Maine Power,Maine,Franklin,Perkins,17,35,618.41,12240.0,2020,4
Central Maine Power,Maine,Franklin,Salem,193,211,732.25,139645.95,2021,4
Central Maine Power,Maine,Somerset,Sapling,15,60,121.17,10800.0,2019,11
Central Maine Power,Maine,Somerset,Pittsfield,2114,4249,58515.52,1573393.14,2017,10
Central Maine Power,Maine,Lincoln,Waldoboro,2991,5055,80392.15,2153519.83,2017,11
Central Maine Power,Maine,Oxford,Lower Cupsuptic,8,32,292.06,5760.0,2018,11
Central Maine Power,Maine,Piscataquis,Elliottsville,95,190,379.98,68587.52,2022,11
Versant Power,Maine,Unknown,"Squa Pan T11, R4,7,8",127,186,4464.0,94488.0,2018,1
Central Maine Power,Maine,Waldo,Liberty,839,2413,1751.8,604432.27,2022,6
Central Maine Power,Maine,Lincoln,Whitefield,1290,3652,32260.08,960371.59,2022,12
Versant Power,Maine,Aroostook,Silver Ridge,40,1035,23775.5,23847.83,2017,10
Central Maine Power,Maine,Cumberland,Falmouth,5808,11592,194418.62,4316897.14,2017,10
Versant Power,Maine,Hancock,Cranberry Isles,196,203,915.83,141756.66,2019,11
Central Maine Power,Maine,Sagadahoc,Woolwich,1736,2012,4412.33,1291496.86,2021,3
Versant Power,Maine,Aroostook,Oxbow North Twp,73,146,395.58,52560.0,2022,4
Central Maine Power,Maine,Oxford,Magalloway Plantation,75,76,0.0,56148.32,2023,7
Central Maine Power,Maine,Cumberland,New Gloucester,2778,5549,54073.5,2000753.97,2017,11
Versant Power,Maine,Aroostook,Westmanland,117,232,77.43,87048.0,2018,7
Central Maine Power,Maine,Knox,St George,2355,3785,53727.55,1695730.59,2019,11
Versant Power,Maine,Aroostook,Saint Francis,301,350,3399.58,217347.15,2019,4
Versant Power,Maine,Unknown,T1 R8 Wels,20,520,12443.87,14880.0,2017,12
Versant Power,Maine,Unknown,Grand Falls Twp,17,34,48.07,12648.0,2019,1
Versant Power,Maine,Washington,Cutler,435,440,5443.45,313812.27,2020,4
Central Maine Power,Maine,Kennebec,Palermo,3,6,2.01,2760.14,2021,7
Versant Power,Maine,Penobscot,Greenbush,755,1697,2326.31,561924.63,2022,3
Eastern Maine Power Cooperative,Maine,Aroostook,Oakfield,12,14,4.42,4315.57,2021,10
Central Maine Power,Maine,Somerset,Caratunk Plantation,174,349,4080.12,125496.34,2020,4
Central Maine Power,Maine,Penobscot,Plymouth,714,1183,10748.8,531561.65,2022,12
Central Maine Power,Maine,Waldo,Searsmont,834,1863,21161.46,620801.66,2017,10
Versant Power,Maine,Washington,Trescott Twp,194,285,884.21,139680.0,2019,4
Versant Power,Maine,Piscataquis,Medford,171,259,694.68,114912.0,2022,2
Versant Power,Maine,Penobscot,Charleston,614,830,1812.65,456816.0,2019,1
Versant Power,Maine,Hancock,Otter Creek,163,370,5047.51,121272.0,2019,10
Versant Power,Maine,Piscataquis,Ebeemee Twp,181,234,403.05,134664.0,2021,10
Central Maine Power,Maine,Somerset,Detroit,468,1393,25031.75,337435.51,2020,4
Central Maine Power,Maine,Somerset,Bingham,627,1291,1279.37,467035.84,2018,1
Central Maine Power,Maine,Androscoggin,Livermore,1282,2202,5344.64,954228.97,2018,1
Central Maine Power,Maine,Kennebec,Farmingdale,1618,1653,12699.91,1165621.15,2020,4
Central Maine Power,Maine,Kennebec,Litchfield,2247,3458,34547.76,1672121.01,2022,12
Versant Power,Maine,Penobscot,Lee,593,637,724.53,441192.0,2018,10
Central Maine Power,Maine,Androscoggin,Turner,2994,5692,77918.0,2155887.96,2020,4
Eastern Maine Power Cooperative,Maine,Aroostook,Monticello,35,41,0.0,26149.42,2023,7
Versant Power,Maine,Penobscot,Orrington,2093,3136,13534.17,1169500.77,2023,9
Versant Power,Maine,Unknown,"T16, R4, 5,6,8,9",252,536,401.89,187488.0,2018,10
Eastern Maine Power Cooperative,Maine,Washington,Waite,154,181,0.0,114827.82,2023,5
Central Maine Power,Maine,Piscataquis,Bowerbank,29,696,14944.67,21025.67,2017,11
Central Maine Power,Maine,York,Kennebunkport,3753,9017,121893.67,2792376.35,2023,1
Versant Power,Maine,Unknown,Township 8,61,188,1136.51,43920.0,2018,11
Central Maine Power,Maine,Hancock,Penobscot,860,1337,5442.93,619200.0,2020,6
Central Maine Power,Maine,Androscoggin,Jay,14,24,0.0,10020.53,2023,6
Central Maine Power,Maine,Franklin,Alder Stream,10,20,411.67,7440.0,2017,10
Versant Power,Maine,Penobscot,Charleston,614,1483,4653.16,442080.0,2018,11
Versant Power,Maine,Penobscot,Glenburn,143,4214,51972.68,114163.96,2017,10
Central Maine Power,Maine,Somerset,Sapling,24,49,70.71,17856.0,2021,12
Central Maine Power,Maine,Franklin,Davis,34,204,3415.82,24480.0,2017,11
Versant Power,Maine,Aroostook,E Twp,57,59,259.08,42719.65,2020,8
Versant Power,Maine,Unknown,T30 Md Bpp,1884,25029,169705.89,1223209.83,2016,12
Central Maine Power,Maine,Franklin,Kingfield,876,981,2959.72,503134.54,2023,9
Versant Power,Maine,Penobscot,Exeter,508,1254,7301.99,366264.31,2018,11
Versant Power,Maine,Washington,Whitneyville,6,60,1415.34,4464.0,2017,12
Versant Power,Maine,Unknown,Masardis,311,330,361.9,108377.08,2016,11
Versant Power,Maine,Hancock,Fletchers Landing Twp,20,620,14880.0,14880.0,2017,12
Versant Power,Maine,Penobscot,Glenburn,62,69,117.33,14818.0,2017,9
Central Maine Power,Maine,Kennebec,Monmouth,2318,4897,60940.64,1724516.29,2017,10
Versant Power,Maine,Washington,Machiasport,106,109,146.66,47124.83,2017,8
Versant Power,Maine,Penobscot,Corinna,18,54,294.32,13392.0,2020,10
Central Maine Power,Maine,Piscataquis,Kineo,35,70,113.31,26040.0,2022,1
Versant Power,Maine,Piscataquis,Atkinson,182,350,2600.27,135791.6,2022,12
Versant Power,Maine,Washington,Deblois,64,96,53.76,47625.66,2020,7
Central Maine Power,Maine,Penobscot,Newburgh,68,209,1678.62,49391.38,2022,12
Versant Power,Maine,Washington,Beddington,241,482,2005.32,173768.6,2022,9
Central Maine Power,Maine,Cumberland,Falmouth,6083,13184,211576.69,4525858.8,2019,10
Eastern Maine Power Cooperative,Maine,Washington,Wesley,318,578,52.01,213696.0,2023,2
Versant Power,Maine,Unknown,Long A Twp,52,409,8609.34,37440.0,2017,11
Central Maine Power,Maine,Sagadahoc,Litchfield,3,4,34.83,2232.0,2022,12
Versant Power,Maine,Aroostook,New Limerick,14,28,44.27,10080.0,2018,6
Versant Power,Maine,Unknown,T2 R8 Nwp,8,10,58.18,5827.95,2018,11
Versant Power,Maine,Hancock,Sullivan,680,970,8616.04,489599.99,2019,11
Central Maine Power,Maine,Somerset,Madison,1176,1314,20998.48,875509.04,2020,12
Versant Power,Maine,Hancock,Brooklin,26,115,248.67,18571.66,2017,8
Versant Power,Maine,Aroostook,T9 R5 Wels,2,4,11.0,1488.0,2020,8
Central Maine Power,Maine,Lincoln,Somerville,341,385,475.75,245520.0,2018,6
Versant Power,Maine,Aroostook,Portage,528,537,208.82,392832.0,2018,5
Central Maine Power,Maine,Oxford,Milton,74,599,13911.73,55056.0,2018,1
Versant Power,Maine,Unknown,Lake View Plt,0,45,0.0,387.0,2017,9
Central Maine Power,Maine,Somerset,Brassua,1,2,21.83,720.0,2022,4
Versant Power,Maine,Unknown,T28 Md,8,248,5952.0,5952.0,2018,1
Central Maine Power,Maine,Oxford,Hartford,763,768,2226.65,567730.48,2022,8
Central Maine Power,Maine,Lincoln,South Bristol,1171,2303,11741.4,871335.7,2021,10
Central Maine Power,Maine,Piscataquis,Cove Point,7,175,3497.68,5040.0,2017,11
Central Maine Power,Maine,Somerset,Tomhegan,240,481,780.76,178560.0,2022,10
Central Maine Power,Maine,Androscoggin,Auburn,13088,20385,131800.45,9738014.2,2022,12
Central Maine Power,Maine,Somerset,Lexington,168,277,2921.79,96714.64,2023,9
Versant Power,Maine,Aroostook,Benedicta Twp,193,214,1401.89,138960.0,2022,6
Central Maine Power,Maine,Knox,Appleton,740,766,7630.52,551121.13,2019,8
Versant Power,Maine,Aroostook,T9 R5 Wels,2,4,6.7,1488.0,2021,7
Eastern Maine Power Cooperative,Maine,Washington,Charlotte,1254,1262,1270.12,933065.04,2022,8
Central Maine Power,Maine,Kennebec,Randolph,978,2965,2141.97,704725.42,2021,6
Eastern Maine Power Cooperative,Maine,Washington,Alexander,100,182,25.64,70381.09,2020,2
Central Maine Power,Maine,Franklin,Wyman,158,214,1668.21,113760.0,2018,11
Central Maine Power,Maine,Piscataquis,Elliottsville,93,583,2812.08,69226.68,2021,3
Versant Power,Maine,Hancock,Deer Isle,1933,2320,4709.6,1391933.05,2022,9
Central Maine Power,Maine,Kennebec,Mercer,2,4,0.0,1483.56,2023,5
Versant Power,Maine,Hancock,Sorrento,353,711,778.0,254129.41,2023,7
Central Maine Power,Maine,Somerset,Starks,304,579,781.67,226342.33,2018,8
Eastern Maine Power Cooperative,Maine,Aroostook,Cary,411,666,1023.37,221439.59,2023,9
Versant Power,Maine,Penobscot,Cedar Lake Twp,69,70,668.07,49680.0,2020,9
Central Maine Power,Maine,York,North Berwick,2543,4179,58676.43,1892636.66,2022,12
Central Maine Power,Maine,Sagadahoc,Woolwich,1712,4167,42868.31,1232907.97,2019,11
Central Maine Power,Maine,Waldo,Swanville,889,893,246.49,661563.97,2018,3
Versant Power,Maine,Piscataquis,Levant,25,28,58.11,18000.0,2021,9
Central Maine Power,Maine,Kennebec,Fayette,911,1509,7909.16,678360.48,2018,1
Versant Power,Maine,Hancock,Orland,46,142,2044.84,33677.3,2020,4
Versant Power,Maine,Penobscot,Herseytown,14,434,10416.0,10416.0,2018,3
Central Maine Power,Maine,Piscataquis,Garland,1,3,3.34,672.0,2022,2
Versant Power,Maine,Aroostook,Fort Fairfield,2008,3088,24314.8,1494039.1,2022,12
Versant Power,Maine,Penobscot,Dixmont,111,132,982.91,63180.89,2023,9
Central Maine Power,Maine,York,Eliot,3765,4453,41746.76,2801435.21,2018,3
Versant Power,Maine,Aroostook,Silver Ridge,47,1316,31584.0,31584.0,2018,2
Central Maine Power,Maine,Knox,St George,2382,3938,2897.25,1772688.03,2021,10
Central Maine Power,Maine,Oxford,Brownfield,1112,1565,6444.22,827327.98,2021,3
Versant Power,Maine,Hancock,Lamoine,1172,4121,42303.37,844381.25,2020,4
Versant Power,Maine,Piscataquis,Atkinson,182,715,4445.99,131040.0,2017,11
Versant Power,Maine,Aroostook,New Sweden,345,660,220.28,256680.0,2018,7
Central Maine Power,Maine,Androscoggin,Durham,1873,7523,85970.83,1393511.89,2022,12
Central Maine Power,Maine,Waldo,Thorndike,412,417,83.99,306912.87,2019,12
Central Maine Power,Maine,Piscataquis,Parkman,489,1838,34105.92,352080.0,2020,4
Central Maine Power,Maine,Penobscot,Newport,2143,3719,9153.53,1594744.6,2020,5
Versant Power,Maine,Unknown,Deblois,0,1,1.5,236.0,2017,9
Central Maine Power,Maine,Lincoln,Alna,408,963,7430.39,293877.01,2019,11
Versant Power,Maine,Hancock,Amherst,157,487,5727.66,117057.83,2017,10
Versant Power,Maine,Aroostook,Masardis,189,193,908.92,136080.0,2018,11
Central Maine Power,Maine,Oxford,Adamstown,66,67,0.0,48988.28,2023,7
Central Maine Power,Maine,Lincoln,Dresden,918,2530,34647.89,683727.8,2017,10
Versant Power,Maine,Hancock,Brooksville,816,993,5018.8,607446.48,2019,10
Central Maine Power,Maine,Oxford,Waterford,1502,5232,82606.24,1118064.1,2020,12
Eastern Maine Power Cooperative,Maine,Penobscot,Lakeville,173,440,3455.56,97956.62,2023,9
Eastern Maine Power Cooperative,Maine,Washington,Danforth,297,409,1155.12,220968.0,2020,3
Central Maine Power,Maine,Waldo,Freedom,388,398,78.48,288819.32,2019,12
Central Maine Power,Maine,Sagadahoc,Woolwich,1766,4746,66508.63,1313958.63,2022,12
Versant Power,Maine,Washington,Cutler,431,659,1337.35,320664.0,2020,3
Eastern Maine Power Cooperative,Maine,Aroostook,Sherman,183,550,323.82,133916.42,2023,3
Central Maine Power,Maine,Piscataquis,Blanchard Plantation,109,159,584.9,81707.5,2018,5
Central Maine Power,Maine,Somerset,TAUNTON   RAYNHAM ACADEMY GRANT,604,607,605.79,449759.98,2022,5
Versant Power,Maine,Washington,Trescott Twp,190,191,604.78,137093.66,2018,4
Central Maine Power,Maine,York,North Berwick,2549,5326,79523.63,1896860.22,2023,1
Versant Power,Maine,Penobscot,Woodville,119,236,334.07,89099.49,2021,5
Eastern Maine Power Cooperative,Maine,Washington,Charlotte,147,687,564.43,87543.91,2020,2
Central Maine Power,Maine,Somerset,Moscow,400,513,1335.76,297600.0,2022,5
Central Maine Power,Maine,Somerset,Clinton,3,6,30.65,2232.0,2022,12
Central Maine Power,Maine,York,South Berwick,3280,3511,63998.96,2414668.28,2017,10
Central Maine Power,Maine,Somerset,Brassua,1,2,3.83,744.0,2019,8
Central Maine Power,Maine,York,South Berwick,3495,7009,88582.42,2600652.19,2022,12
Central Maine Power,Maine,Oxford,Hebron,548,1548,3279.0,408084.29,2020,7
Versant Power,Maine,Piscataquis,Williamsburg Twp,57,65,114.69,41445.28,2022,6
Versant Power,Maine,Hancock,Mariaville,421,1541,23311.19,303611.58,2020,4
Versant Power,Maine,Penobscot,Enfield,631,1410,9235.71,454320.0,2017,11
Versant Power,Maine,Penobscot,Carmel,41,93,1541.6,30697.8,2022,12
Central Maine Power,Maine,Knox,Washington,954,1133,6865.74,710032.45,2021,3
Central Maine Power,Maine,Franklin,Avon,296,420,1392.04,169674.44,2023,9
Central Maine Power,Maine,Piscataquis,Beaver Cove Plantation,261,523,1116.86,194319.69,2022,1
Central Maine Power,Maine,Knox,South Thomaston,1115,1397,1129.46,829785.16,2021,3
Central Maine Power,Maine,Penobscot,Etna,654,813,1929.75,439994.96,2022,2
Versant Power,Maine,Unknown,T17 R4,2430,3204,8644.05,1771979.6,2016,12
Central Maine Power,Maine,Hancock,Ellsworth,5,25,443.76,3720.0,2020,12
Versant Power,Maine,Aroostook,Easton,720,1421,19905.98,535847.25,2022,12
Versant Power,Maine,Penobscot,Hampden,289,7886,84995.71,194655.39,2017,10
Central Maine Power,Maine,Somerset,Highland Plantation,45,92,797.29,34009.98,2019,1
Versant Power,Maine,Penobscot,Lagrange,246,1197,11414.83,181633.16,2017,10
Versant Power,Maine,Penobscot,Seboeis Plt,57,112,1177.64,42408.0,2020,10
Versant Power,Maine,Aroostook,Dyer Brook,54,720,17280.0,38880.0,2017,11
Central Maine Power,Maine,Waldo,Troy,536,2119,43167.98,385919.99,2020,4
Versant Power,Maine,Washington,Jonesboro,5,139,591.84,4010.5,2017,10
Versant Power,Maine,Piscataquis,Ebeemee Twp,182,726,4760.6,131040.0,2019,11
Central Maine Power,Maine,York,Acton,2438,2713,6907.49,1813971.79,2021,1
Versant Power,Maine,Penobscot,Dexter,41,82,239.02,27552.0,2018,2
Central Maine Power,Maine,Oxford,Gilead,175,282,678.05,126000.0,2019,4
Central Maine Power,Maine,Knox,Friendship,960,961,3154.6,714807.99,2019,8
Central Maine Power,Maine,Knox,Union,1485,1556,3027.03,1105068.1,2021,10
Versant Power,Maine,Penobscot,Clifton,548,952,2193.38,408476.65,2021,10
Versant Power,Maine,Unknown,Bowerbank,109,490,458.67,73135.5,2017,9
Central Maine Power,Maine,Franklin,Starks,1,2,18.83,744.0,2022,10
Central Maine Power,Maine,Kennebec,Oakland,3617,3731,58973.92,2604239.86,2017,11
Eastern Maine Power Cooperative,Maine,Washington,Vanceboro,90,234,156.0,66263.18,2022,7
Central Maine Power,Maine,Waldo,Thorndike,412,1383,21795.32,297144.48,2020,4
Central Maine Power,Maine,York,Newfield,1285,4162,52749.62,956399.41,2020,12
Central Maine Power,Maine,Piscataquis,Beaver Cove Plantation,266,878,3072.83,191520.0,2019,11
Versant Power,Maine,Penobscot,Hudson,844,1204,4308.84,1257080.44,2023,1
Central Maine Power,Maine,Kennebec,Wayne,951,1645,3514.86,707598.47,2020,8
Central Maine Power,Maine,Oxford,Mason,50,52,267.01,37960.36,2021,1
Central Maine Power,Maine,Penobscot,Hermon,2927,4429,21947.85,2177974.32,2022,12
Central Maine Power,Maine,Waldo,Thorndike,415,417,349.66,309393.83,2018,5
Versant Power,Maine,Piscataquis,Williamsburg Twp,44,102,1561.83,1833.17,2017,10
Versant Power,Maine,Aroostook,Caribou,4470,4523,6801.64,3326171.16,2022,3
Versant Power,Maine,Washington,Eastport,1250,2522,15730.12,930376.65,2022,12
Central Maine Power,Maine,Sagadahoc,Bowdoin,1477,1510,7400.0,1063755.99,2022,11
Central Maine Power,Maine,Somerset,Tomhegan,176,346,4238.5,130944.0,2017,10
Versant Power,Maine,Penobscot,Seboeis Plt,55,81,339.51,40920.0,2019,7
Versant Power,Maine,Piscataquis,Dover-foxcroft,17,41,0.0,12555.85,2023,5
Central Maine Power,Maine,Waldo,Searsmont,894,2735,15068.62,665657.52,2022,12
Central Maine Power,Maine,Cumberland,Raymond,3521,7597,81353.7,2620349.77,2022,12
Versant Power,Maine,Unknown,"T2, R4, 6,7,8",57,63,42.15,42408.0,2018,10
Versant Power,Maine,Aroostook,Stockholm,170,583,966.65,126480.0,2022,7
Versant Power,Maine,Unknown,"T16, R4, 5,6,8,9",252,764,2871.27,181440.0,2018,11
Versant Power,Maine,Hancock,Aurora,111,137,1615.44,79920.0,2019,11
Central Maine Power,Maine,Franklin,Weld,619,1256,2097.1,460749.36,2021,7
Versant Power,Maine,Penobscot,Dixmont,110,166,481.78,81280.28,2023,5
Versant Power,Maine,Unknown,Ebeemee Twp,39,367,334.51,26638.5,2017,9
Versant Power,Maine,Unknown,Allagash,5084,9658,35382.72,3697352.97,2016,12
Eastern Maine Power Cooperative,Maine,Aroostook,Unknown,2860,5449,39956.64,2127839.81,2020,12
Central Maine Power,Maine,Oxford,Lovell,1352,2157,1965.11,1006570.78,2021,7
Versant Power,Maine,Penobscot,Woodville,114,165,1296.57,85188.33,2018,10
Central Maine Power,Maine,York,Parsonsfield,1310,1313,4785.97,975178.64,2021,3
Versant Power,Maine,Aroostook,Island Falls,740,976,27.5,550560.0,2018,10
Central Maine Power,Maine,Waldo,Palermo,1010,1339,5425.43,751473.14,2019,10
Central Maine Power,Maine,Sagadahoc,Richmond,1994,2405,4761.93,1436128.54,2021,6
Versant Power,Maine,Penobscot,Grindstone Twp,50,100,73.67,36000.0,2022,11
Eastern Maine Power Cooperative,Maine,Washington,Baileyville,291,347,1064.49,211691.19,2023,5
Eastern Maine Power Cooperative,Maine,Aroostook,Weston,604,1475,12.14,440890.15,2023,5
Central Maine Power,Maine,Hancock,Penobscot,847,1704,734.43,609840.0,2018,4
Central Maine Power,Maine,Penobscot,Corinth,20,40,56.63,14400.0,2021,9
Central Maine Power,Maine,Franklin,New Sharon,786,1623,22722.65,584788.66,2017,10
Versant Power,Maine,Washington,Centerville,14,17,0.0,10368.2,2019,9
Versant Power,Maine,Hancock,Bucksport,161,234,1728.76,119784.0,2019,10
Versant Power,Maine,Piscataquis,Williamsburg Twp,59,61,94.77,43583.83,2023,8
Central Maine Power,Maine,Oxford,Hanover,280,521,757.13,201805.98,2019,11
Central Maine Power,Maine,Oxford,Stoneham,379,539,3018.88,272880.0,2017,11
Eastern Maine Power Cooperative,Maine,Washington,Brookton,16,31,245.05,9486.67,2023,9
Central Maine Power,Maine,York,Parsonsfield,1352,7168,98410.75,1006253.84,2022,12
Central Maine Power,Maine,Waldo,Frankfort,669,1154,19667.0,497755.5,2017,10
Central Maine Power,Maine,Sagadahoc,Georgetown,1250,1519,14993.85,925802.99,2023,5
Central Maine Power,Maine,Oxford,Mexico,1519,2558,28940.74,1130765.54,2022,12
Central Maine Power,Maine,Oxford,Stoneham,360,2785,48337.97,267840.0,2022,12
Central Maine Power,Maine,Franklin,Washington Twp,18,36,197.99,13037.01,2018,11
Central Maine Power,Maine,Somerset,The Forks Plantation,204,453,3074.25,137088.0,2022,2
Central Maine Power,Maine,Piscataquis,Willimantic,276,280,381.08,206063.84,2020,3
Versant Power,Maine,Piscataquis,Brownville,775,3586,54807.97,560888.35,2020,4
